audio,transcript
test_sample_3381_noisy,راح أقضق عل حجره و رايح هو المبح بدل ما أقولك في المكتب موجد في ناس في ناس عارفه ربنا وفي ناس تقدمك راجل لله بس في ناس
test_sample_1407_clean,أول حاجه البيدي أبوها بخيم
test_sample_1422_clean,يعني لازم تعمل عملين زرع كبت فسر وأجتهج ابناصر
test_sample_3054_noisy, يعني إي قضعه عربيه
test_sample_1650_clean,لا مكتبو
test_sample_3803_noisy,لاهي حاجه بتجيانه بتطرشها
test_sample_1580_clean,بسم الله ما شا ع
test_sample_3219_noisy,
test_sample_1638_clean,لا سبب عيشي ولا انت هذه
test_sample_3376_noisy,ول نه العزمه
test_sample_3134_noisy,د
test_sample_3525_noisy,أستاذ قلبت واحد سفر
test_sample_3318_noisy,طيب إحنا هنا في فرعه
test_sample_3516_noisy,بس مش عارفين بق فهد ولا تعلب ولا ننس
test_sample_1055_clean,وذلك أنا أزعل مثلا لما يشتموا محمد حسنين ليك يعني يعني هذا رجل
test_sample_3779_noisy, الله
test_sample_3430_noisy,هو مفيش حاجه اسمها بلدو في المعده هو بيكون يجاله يعني مكتيريا أو فايرس
test_sample_1531_clean,وجلتلهو بجيت دكتوره أول وعد تكشفيره عن
test_sample_3096_noisy,يعني أنا هنا ما بتكلمش عربي شبني ما بكلمش عرف يغر مع أصحاب اللي هما العربي اللي هما وأصلا مش هيفيدوك و حاجه غير إنك بتتكلم معاهم بس صباح الخير مساء الخير فمش مافيش م فيش منهم فايضل غير إن علاقه طيبه فهمني لكن كبيزنس سوسوم العمل إنت محتاج عل قل إنجليز يعني لا تجد عل القال بتعرف تكلم إنجليزي حت لو إنت هتشتغل نسب خمسين في الميه بالبرتورالي الإنجلزي شغال بنسبمه تلاتين أربعين في الميه 
test_sample_1248_clean,أسقاط الرياسه كلمه بتهيألي إنها إن إنها ضخم شي
test_sample_1286_clean,ما ولا دكدي وزعا وبتمس الوشهاء غاض هتموته وهيفعدني عبد الر
test_sample_3418_noisy,تكون كده اللي هو بتاع المسبوع العمس المسمورد
test_sample_1132_clean,ينفع حبك كما صنوات أولا كما دا فاشبيه كويس أه يعني يعني أنا ماقولتش حبك صلاح وبلاغيه لو كنت قولت حبك صحلاح
test_sample_1448_clean,أنا متهيأل إن لن تتفع أصوات إسقاط هذا النظام إلا إذا تعامل مع هذا اليوم بشكل عنيف لو لو هو بدأ العنف يبدأ م يزعلش
test_sample_3239_noisy,س صدقا
test_sample_2934_noisy,اللي هو عنده الحري محتاج ده لوحده و عشان قطر أف يعني أشرح التفاصيل ولكن بإختصار
test_sample_3099_noisy,كان المطبخ ولا جه
test_sample_1337_clean,مقطع عن الشهيد مقط عن أم
test_sample_1635_clean,ذكرت فق جنديله  وهكذا
test_sample_3246_noisy,يعني اللي أنا ميدلت اللي أنا جيت فيه ضوري
test_sample_1093_clean,لدي فركلياه أه وشاه واحده جميله من أنديك كنتعواضيه
test_sample_1575_clean, مملتش اللي بقولك ده ده ا أنا مكنش فيه عاده لكن هو مش تص   عني كن ت  شوفوش أطمر قلتلها مصيطي لن يني إنا أرحنه  أنا ف ل ش
test_sample_1105_clean,قدع إنه مده مشالل كفن عد عل أيوه
test_sample_3354_noisy,
test_sample_3172_noisy,
test_sample_3469_noisy,حيقه
test_sample_3449_noisy,وبراء الأكل مششرط يكون سمك كيا سليم بواء الأكل بتاع
test_sample_1670_clean,أه لو دخل حمدين الكلام اللي انت بتجوله ده إتغير بعد ما تبجأ الريس كان لسه المرحله الأول بعد ما تبجي ريس إحنا كنا في جنا ليجيلك هنا في وسط أهل جنا واسطعمامي تاني
test_sample_1060_clean,إم إتشندله خياله فيه بالفرص
test_sample_3812_noisy,من سن تمانين
test_sample_3526_noisy,
test_sample_1233_clean,نظام دفاع محترك يا أغاك أه لنظام دفاع مشتلك ده لو حصلال بين الدول العربيه مكنش ينفع يحصل اللي في سوريا اللي حصلا ده مكنش ينفع كان خد عل دمابه
test_sample_3436_noisy,
test_sample_1401_clean,غيارت الفرده الجداميه الجيت هاجعت عل تسعه تسعهو
test_sample_3052_noisy,لو بس راحب بيتعالج السك
test_sample_1292_clean,لا إحنا مش ليلين برضو في البلد 
test_sample_3168_noisy,إراز لأنهو طبعا من  من فصيل النمور
test_sample_1606_clean,لجيو بق الفكو
test_sample_1628_clean,والشعب المصري بيطلع افتكاسات من دماغه وبيغلب بالتلابيزات وبيعمل حاجات
test_sample_3242_noisy,
test_sample_1387_clean,من أه امافه المثقفه و ال والصفو و شدوا الناس معاهم و الناس نزلت الشالرع جالت أه أه يوم تلاتين سته اللي هيحصل إيه
test_sample_1122_clean,سيلهالعيل هتاخد ه هتاخد لوس مكان ولدك و لا بكان أخوك تعت ديت فلوس
test_sample_3206_noisy,ا سهلاه عل مشاهدينا في كل مكان وأحباب القناه إحنا دلوقتي مع الحاج بنورس الراجل الطيب
test_sample_1281_clean,حضرتك أنا هتعمل العمليه دي يا دكتور
test_sample_3022_noisy,ن يا حبيبي مم لشا هيبه ميني
test_sample_1200_clean,طاق كا أما أنا هقولك أه أه
test_sample_3885_noisy, انس
test_sample_3304_noisy, بعبا
test_sample_3612_noisy,زحمي قالي مره لوه
test_sample_3581_noisy,واحد و اتنين و تلاته دوات معنات إني هو إيه ارتفاع مع بعض عل السيعر أسعار أقال من يوم الجمعه يعني كبتبقولكم الجامعه إل أسعار الأرض لأ النها بتبق أكتر من ال منكري عن كتولكم معيه في لم ومفيش أسعار النهارده بق
test_sample_3184_noisy,بتخانق منهم جدا جدا جدا يعني لأن بيفرتكوا الحته اللي هما بيحطوا فيها بيدمروها
test_sample_1353_clean,بنت فله اسمها بنت
test_sample_1120_clean,يقدر اللي حطها في التلاغ زي مر
test_sample_3129_noisy, الشرع ده فأول شمال فيأول شمال في أول ميه إنت كده عرفت الطريق ولو تهت إسأل عل إيه مكتب الخفيه أمن ريفه
test_sample_1199_clean,ديبق انت ياد
test_sample_974_clean,حبل الله لمفتول سأكبلو تاركا للطفل فرشعت والوان ويبق يرسم العربيه منشوقا بهامته ويبق صوت الحن بلاد حرب أو طام وكل العروب أخوا
test_sample_3844_noisy,جي تلات أسره تانيه مختلفين في اللمدتا
test_sample_1145_clean,يوم تلاتين سته الغطبه في مصر الغاضبون في مصر هينزلوا الشارع
test_sample_2969_noisy,أه
test_sample_3087_noisy,وفي مره كان جايبن عكل فا بابا هو اللي فتح البيت فقاله أنا جب ليفر محمود الي
test_sample_3770_noisy,ناخد بق في لن اللي هيطلعنا عل السططح بساللي المعمول من خسب إسمه خسب الأرض ودوت من أغل وأجود أنواع الأخساب اللي مش بتفوث م بتعيش فتره طويله
test_sample_3859_noisy,بد
test_sample_1611_clean,يا فندم عص للأسف الشديد الصعيد مش مسلط عليها الأب طيب
test_sample_1000_clean, و الدكتور طبع ندها يعني ساجه
test_sample_3906_noisy,مبشتريش عشان ده بيصور
test_sample_3817_noisy,فالحقيقه إي إنت بالفعل
test_sample_3882_noisy,مفيش حاجهتي كويسه لح مش بعن و لا ك ل بس ف التفاصيل السوق إيه بق
test_sample_3510_noisy,غ
test_sample_3328_noisy,أسوا
test_sample_3429_noisy,ووطلع إن شاء الله من فرنسا عل البورتبال و هيكون معايا صديقي معاه دلسيه فرنسيه و هو حاجه بيفتح مطعف في المرتم
test_sample_3621_noisy,دلوقتي بسوي عنده
test_sample_3607_noisy,
test_sample_3163_noisy,الزعامه عادد شكال
test_sample_1053_clean,لأنميا
test_sample_2933_noisy,كنت عايز صلحهال أقول البلتوزر مش البنتوزر
test_sample_1495_clean,أيوه وقلعهم خير
test_sample_3108_noisy,تمنميه تلاته و عشرين ميو واتناشر سن بدفعهالد وجود التعليم في أسبانيا من أفضل عشر دول في العالم ومعتمده في أي مكان عل 
test_sample_3244_noisy,وبيجي ياكل الفلاخ وياخل
test_sample_1255_clean,إهو يعني الكلام ده مش هينفع الكلام ده مش هيكمل الحقيقاه د
test_sample_3653_noisy,أول ما بتيجي تقدر تعمله ناس تعملهم بلقاش في ناسم تبط فيوس تلاتين يوم و أربعين يورو سيبنك كل يقولك بق خمسميات و ستميات عل طالعه عشان أفهمك عشان محدش يشتغل
test_sample_1135_clean,أرنسم الفروج عل إزماء
test_sample_3115_noisy,حل أسوان و إن هو بق أهل للأصولن دو أكضر لا
test_sample_3364_noisy,ندوزها
test_sample_3162_noisy,ناس وكده 
test_sample_1338_clean,كلها حجومي يا رودي أحلبي جموسه كل حاجه ي مسوريه كا
test_sample_1103_clean,بس تسمع محدش هيرض يشتري منك و أي حد هينزل فضنه أبور هبند
test_sample_3110_noisy,مع التل أول مره عن حمه تعال
test_sample_1653_clean,أنصر
test_sample_1298_clean,دونا
test_sample_1417_clean,متشاجيش في المدرسه ومتلعبيش وأسط الولاد وفكرينا بعت معاكي صوله لشهاد الميلاد
test_sample_3367_noisy,
test_sample_3398_noisy, أنا تربيه لعقتي بي أ ش محتا
test_sample_1372_clean,ليس أمها كناصر بس اسمع ي أخويا في الأرض رغما اللبيزرع وفي البطن ربنا البيزرح
